"Contract ","Sales Order","Created Date","Product: Product Name","Quantity Ordered","Customer ","Product: Metal: Metal Name","Product: Product Code"
"CON-63061","SO-35126","9/6/2023","Silver Mexican 2 oz Libertad 2023","140.000000","Hays Co LLC","Silver","SMEX2LIB2023"
"CON-63061","SO-35126","9/6/2023","Silver Mexican 5 oz Libertad 2023","100.000000","Hays Co LLC","Silver","SMEX5LIB2023"
"CON-62661","SO-34952","8/22/2023","Silver Mexican 5 Peso","54.000000","Hero Bullion, LLC","Silver","SMEX5P"
"CON-62661","SO-34952","8/22/2023","Silver Mexican 5 Peso","277.000000","Hero Bullion, LLC","Silver","SMEX5P"
"CON-62108","SO-34694","8/2/2023","Silver oz .999 Miscellaneous","257.370000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-59532","SO-33537","5/1/2023","Silver oz .999 Miscellaneous","21.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-59532","SO-33537","5/1/2023","Silver oz .999 Miscellaneous","8.215000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-59532","SO-33537","5/1/2023","Silver oz .999 Miscellaneous","16.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-59532","SO-33537","5/1/2023","Silver oz .999 Miscellaneous","3.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-59532","SO-33537","5/1/2023","Silver oz .999 Miscellaneous","9.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-59271","SO-33394","4/21/2023","Silver oz .999 Miscellaneous","30.000000","University Numismatics","Silver","SMISC"
"CON-59531","SO-33536","5/1/2023","Silver oz .999 Miscellaneous","10.240000","Santa Fe Coins and Jewelry","Silver","SMISC"
"CON-63204","SO-35190","9/11/2023","Silver oz .999 Miscellaneous","31.070000","MNX","Silver","SMISC"
"CON-61191","SO-34318","7/11/2023","Silver oz .999 Miscellaneous","26.000000","Dorian Leboeuf","Silver","SMISC"
"CON-61191","SO-34318","7/11/2023","Silver oz .999 Miscellaneous","2.000000","Dorian Leboeuf","Silver","SMISC"
"CON-61191","SO-34318","7/11/2023","Silver oz .999 Miscellaneous","1.000000","Dorian Leboeuf","Silver","SMISC"
"CON-61191","SO-34318","7/11/2023","Silver oz .999 Miscellaneous","3.000000","Dorian Leboeuf","Silver","SMISC"
"CON-61191","SO-34318","7/11/2023","Silver oz .999 Miscellaneous","2.000000","Dorian Leboeuf","Silver","SMISC"
"CON-61191","SO-34318","7/11/2023","Silver oz .999 Miscellaneous","1.000000","Dorian Leboeuf","Silver","SMISC"
"CON-61191","SO-34318","7/11/2023","Silver oz .999 Miscellaneous","2.000000","Dorian Leboeuf","Silver","SMISC"
"CON-57740","SO-32412","3/9/2023","Silver oz .999 Miscellaneous","4.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-62496","SO-34880","8/17/2023","Silver oz .999 Miscellaneous","100.000000","McKee Coins Inc.","Silver","SMISC"
"CON-62496","SO-34880","8/17/2023","Silver oz .999 Miscellaneous","98.000000","McKee Coins Inc.","Silver","SMISC"
"CON-62496","SO-34880","8/17/2023","Silver oz .999 Miscellaneous","100.000000","McKee Coins Inc.","Silver","SMISC"
"CON-62496","SO-34880","8/17/2023","Silver oz .999 Miscellaneous","100.000000","McKee Coins Inc.","Silver","SMISC"
"CON-62096","SO-34681","8/1/2023","Silver oz .999 Miscellaneous","80.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-62096","SO-34681","8/1/2023","Silver oz .999 Miscellaneous","163.610000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-63258","SO-35215","9/13/2023","Silver oz .999 Miscellaneous","150.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-62625","SO-34930","8/21/2023","Silver oz .999 Miscellaneous","160.750000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-62705","SO-34963","8/23/2023","Silver oz .999 Miscellaneous","265.000000","Northeast Arkansas Coin Co.","Silver","SMISC"
"CON-62837","SO-35033","8/28/2023","Silver oz .999 Miscellaneous","154.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Silver","SMISC"
"CON-56180","SO-31620","1/12/2023","Silver Maple Leaf 1 oz 2022","32.000000","North Georgia Diamond","Silver","SML22"
"CON-57625","SO-32333","3/6/2023","Silver Maple Leaf 1 oz 2022","480.000000","ARK Silver","Silver","SML22"
"CON-56479","SO-31746","1/17/2023","Silver Maple Leaf 1 oz 2022","150.000000","JC Jewelers","Silver","SML22"
"CON-56498","SO-31755","1/17/2023","Silver Maple Leaf 1 oz 2022","100.000000","Rudy's Gold & Silver","Silver","SML22"
"CON-57437","SO-32251","2/27/2023","Silver Maple Leaf 1 oz 2022","1000.000000","American Gold & Diamond Exchange","Silver","SML22"
"CON-56071","SO-31574","1/9/2023","Silver Maple Leaf 1 oz 2022","75.000000","Valmax Jewelers","Silver","SML22"
"CON-56804","SO-31891","1/27/2023","Silver Maple Leaf 1 oz 2022","60.000000","Coin Junction","Silver","SML22"
"CON-56075","SO-31576","1/9/2023","Silver Maple Leaf 1 oz 2022","25.000000","Square Deal Collectibles","Silver","SML22"
"CON-55943","SO-31510","1/3/2023","Silver Maple Leaf 1 oz 2022","75.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SML22"
"CON-57322","SO-32178","2/22/2023","Silver Maple Leaf 1 oz 2022","40.000000","Valmax Jewelers","Silver","SML22"
"CON-56055","SO-31566","1/6/2023","Silver Maple Leaf 1 oz 2022","500.000000","Millersville Jewelry Exchange","Silver","SML22"
"CON-57015","SO-32025","2/8/2023","Silver Maple Leaf 1 oz 2022","500.000000","Alaska Bullion & Coin, LLC","Silver","SML22"
"CON-56477","SO-31744","1/17/2023","Silver Maple Leaf 1 oz 2022","500.000000","Industrial Technology","Silver","SML22"
"CON-56566","SO-31789","1/19/2023","Silver Maple Leaf 1 oz 2022","100.000000","L&B Coins","Silver","SML22"
"CON-56040","SO-31562","1/6/2023","Silver Maple Leaf 1 oz 2022","100.000000","L&B Coins","Silver","SML22"
"CON-56059","SO-31569","1/6/2023","Silver Maple Leaf 1 oz 2022","325.000000","North Georgia Diamond","Silver","SML22"
"CON-56202","SO-31630","1/13/2023","Silver Maple Leaf 1 oz 2022","300.000000","P&G Jewelry of Wooster LLC","Silver","SML22"
"CON-56890","SO-31943","2/2/2023","Silver Maple Leaf 1 oz 2022","150.000000","L&B Coins","Silver","SML22"
"CON-56173","SO-31617","1/12/2023","Silver Maple Leaf 1 oz 2022","200.000000","P&G Jewelry of Wooster LLC","Silver","SML22"
"CON-57356","SO-32201","2/23/2023","Silver Maple Leaf 1 oz 2022","1000.000000","Gregg Hoffman","Silver","SML22"
"CON-56143","SO-31603","1/11/2023","Silver Maple Leaf 1 oz 2022","600.000000","North Georgia Diamond","Silver","SML22"
"CON-57362","SO-32203","2/23/2023","Silver Maple Leaf 1 oz 2022","40.000000","Valmax Jewelers","Silver","SML22"
"CON-56663","SO-31823","1/23/2023","Silver Maple Leaf 1 oz 2022","100.000000","Rudy's Gold & Silver","Silver","SML22"
"CON-57045","SO-32037","2/9/2023","Silver Maple Leaf 1 oz 2022","50.000000","North Georgia Diamond","Silver","SML22"
"CON-56847","SO-31917","1/31/2023","Silver Maple Leaf 1 oz 2022","132.000000","Summerville Jewelers LLC","Silver","SML22"
"CON-56772","SO-31873","1/26/2023","Silver Maple Leaf 1 oz 2022","325.000000","North Georgia Diamond","Silver","SML22"
"CON-56767","SO-31869","1/26/2023","Silver Maple Leaf 1 oz 2022","825.000000","Discount Trading Group, LLC","Silver","SML22"
"CON-56674","SO-31830","1/23/2023","Silver Maple Leaf 1 oz 2022","350.000000","Rudy's Gold & Silver","Silver","SML22"
"CON-56848","SO-31918","1/31/2023","Silver Maple Leaf 1 oz 2022","200.000000","L&B Coins","Silver","SML22"
"CON-56740","SO-31863","1/25/2023","Silver Maple Leaf 1 oz 2022","50.000000","Scotts Valley Jeweler","Silver","SML22"
"CON-56819","SO-31900","1/30/2023","Silver Maple Leaf 1 oz 2022","500.000000","Seraphina Fine Jewelry, Inc.","Silver","SML22"
"CON-56922","SO-31967","2/3/2023","Silver Maple Leaf 1 oz 2022","25.000000","Coin Junction","Silver","SML22"
"CON-56659","SO-31820","1/23/2023","Silver Maple Leaf 1 oz 2022","1000.000000","ARK Silver","Silver","SML22"
"CON-56660","SO-31821","1/23/2023","Silver Maple Leaf 1 oz 2022","500.000000","ARK Silver","Silver","SML22"
"CON-56693","SO-31841","1/24/2023","Silver Maple Leaf 1 oz 2022","500.000000","ARK Silver","Silver","SML22"
"CON-57367","SO-32206","2/24/2023","Silver Maple Leaf 1 oz 2022","500.000000","Industrial Technology","Silver","SML22"
"CON-56829","SO-31905","1/30/2023","Silver Maple Leaf 1 oz 2022","200.000000","McKee Coins Inc.","Silver","SML22"
"CON-56970","SO-31999","2/6/2023","Silver Maple Leaf 1 oz 2022","500.000000","Alaska Bullion & Coin, LLC","Silver","SML22"
"CON-56878","SO-31936","2/2/2023","Silver Maple Leaf 1 oz 2022","500.000000","ARK Silver","Silver","SML22"
"CON-57274","SO-32151","2/20/2023","Silver Maple Leaf 1 oz 2022","365.000000","Rudy's Gold & Silver","Silver","SML22"
"CON-57204","SO-32130","2/16/2023","Silver Maple Leaf 1 oz 2022","500.000000","Precious Commodities","Silver","SML22"
"CON-58586","SO-32957","3/31/2023","Silver Maple Leaf 1 oz 2023","500.000000","RP Diamond & Gold Imports Inc.","Silver","SML23"
"CON-63209","SO-35192","9/12/2023","Silver Maple Leaf 1 oz 2023","69.000000","Main Street Metals LLC","Silver","SML23"
"CON-62401","SO-34834","8/15/2023","Silver Maple Leaf 1 oz 2023","500.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58627","SO-32990","4/2/2023","Silver Maple Leaf 1 oz 2023","162.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58491","SO-32908","3/29/2023","Silver Maple Leaf 1 oz 2023","70.000000","Valmax Jewelers","Silver","SML23"
"CON-58483","SO-32902","3/29/2023","Silver Maple Leaf 1 oz 2023","75.000000","Valmax Jewelers","Silver","SML23"
"CON-58163","SO-32697","3/20/2023","Silver Maple Leaf 1 oz 2023","500.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58459","SO-32887","3/28/2023","Silver Maple Leaf 1 oz 2023","200.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58318","SO-32796","3/23/2023","Silver Maple Leaf 1 oz 2023","325.000000","North Georgia Diamond","Silver","SML23"
"CON-58392","SO-32859","3/27/2023","Silver Maple Leaf 1 oz 2023","163.000000","North Georgia Diamond","Silver","SML23"
"CON-58925","SO-33188","4/10/2023","Silver Maple Leaf 1 oz 2023","100.000000","North Georgia Diamond","Silver","SML23"
"CON-58128","SO-32666","3/20/2023","Silver Maple Leaf 1 oz 2023","30.000000","Valmax Jewelers","Silver","SML23"
"CON-58645","SO-33003","4/3/2023","Silver Maple Leaf 1 oz 2023","3200.000000","North Georgia Diamond","Silver","SML23"
"CON-58490","SO-32907","3/29/2023","Silver Maple Leaf 1 oz 2023","168.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58524","SO-32924","3/29/2023","Silver Maple Leaf 1 oz 2023","66.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58675","SO-33017","4/3/2023","Silver Maple Leaf 1 oz 2023","1000.000000","North Georgia Diamond","Silver","SML23"
"CON-58296","SO-32786","3/23/2023","Silver Maple Leaf 1 oz 2023","500.000000","L&B Coins","Silver","SML23"
"CON-58326","SO-32806","3/23/2023","Silver Maple Leaf 1 oz 2023","100.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58416","SO-32862","3/27/2023","Silver Maple Leaf 1 oz 2023","500.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-57955","SO-32551","3/15/2023","Silver Maple Leaf 1 oz 2023","50.000000","A Coin Shop","Silver","SML23"
"CON-60716","SO-34108","6/16/2023","Silver Maple Leaf 1 oz 2023","500.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58815","SO-33104","4/6/2023","Silver Maple Leaf 1 oz 2023","80.000000","TSM Coins","Silver","SML23"
"CON-58725","SO-33048","4/4/2023","Silver Maple Leaf 1 oz 2023","462.000000","North Georgia Diamond","Silver","SML23"
"CON-58723","SO-33047","4/4/2023","Silver Maple Leaf 1 oz 2023","0.000000","North Georgia Diamond","Silver","SML23"
"CON-60182","SO-33881","5/23/2023","Silver Maple Leaf 1 oz 2023","265.000000","Jim's Jewelers","Silver","SML23"
"CON-58828","SO-33117","4/6/2023","Silver Maple Leaf 1 oz 2023","325.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58858","SO-33142","4/6/2023","Silver Maple Leaf 1 oz 2023","500.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58915","SO-33182","4/10/2023","Silver Maple Leaf 1 oz 2023","83.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58939","SO-33196","4/11/2023","Silver Maple Leaf 1 oz 2023","100.000000","Borderland Jewelry Inc.","Silver","SML23"
"CON-58960","SO-33208","4/11/2023","Silver Maple Leaf 1 oz 2023","100.000000","L&B Coins","Silver","SML23"
"CON-59488","SO-33515","4/28/2023","Silver Maple Leaf 1 oz 2023","205.000000","Valmax Jewelers","Silver","SML23"
"CON-59698","SO-33625","5/8/2023","Silver Maple Leaf 1 oz 2023","150.000000","Loveland Gold & Silver","Silver","SML23"
"CON-59252","SO-33378","4/20/2023","Silver Maple Leaf 1 oz 2023","100.000000","Ross Jewelers","Silver","SML23"
"CON-61734","SO-34525","7/27/2023","Silver Maple Leaf 1 oz 2023","25.000000","Coin Junction","Silver","SML23"
"CON-57876","SO-32506","3/14/2023","Silver Maple Leaf 1 oz 2023","787.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-61002","SO-34241","6/29/2023","Silver Maple Leaf 1 oz 2023","500.000000","Precious Metals Refinery, LLC","Silver","SML23"
"CON-59170","SO-33330","4/18/2023","Silver Maple Leaf 1 oz 2023","3750.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-59314","SO-33426","4/24/2023","Silver Maple Leaf 1 oz 2023","100.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-59259","SO-33388","4/20/2023","Silver Maple Leaf 1 oz 2023","25.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SML23"
"CON-59317","SO-33428","4/24/2023","Silver Maple Leaf 1 oz 2023","500.000000","Millersville Jewelry Exchange","Silver","SML23"
"CON-60416","SO-34000","6/2/2023","Silver Maple Leaf 1 oz 2023","160.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-59020","SO-33246","4/12/2023","Silver Maple Leaf 1 oz 2023","750.000000","The Coin Shop (IA)","Silver","SML23"
"CON-59292","SO-33408","4/21/2023","Silver Maple Leaf 1 oz 2023","60.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-59709","SO-33635","5/8/2023","Silver Maple Leaf 1 oz 2023","75.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-59568","SO-33563","5/2/2023","Silver Maple Leaf 1 oz 2023","61.000000","Precious Metals Merchant","Silver","SML23"
"CON-59598","SO-33582","5/3/2023","Silver Maple Leaf 1 oz 2023","100.000000","Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry","Silver","SML23"
"CON-60558","SO-34050","6/9/2023","Silver Maple Leaf 1 oz 2023","25.000000","Scotts Valley Jeweler","Silver","SML23"
"CON-60123","SO-33858","5/22/2023","Silver Maple Leaf 1 oz 2023","100.000000","Scotts Valley Jeweler","Silver","SML23"
"CON-59739","SO-33648","5/9/2023","Silver Maple Leaf 1 oz 2023","75.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-60005","SO-33787","5/17/2023","Silver Maple Leaf 1 oz 2023","10.000000","Ross Jewelers","Silver","SML23"
"CON-60029","SO-33796","5/17/2023","Silver Maple Leaf 1 oz 2023","40.000000","Ross Jewelers","Silver","SML23"
"CON-60045","SO-33806","5/18/2023","Silver Maple Leaf 1 oz 2023","10.000000","Ross Jewelers","Silver","SML23"
"CON-60878","SO-34198","6/23/2023","Silver Maple Leaf 1 oz 2023","200.000000","McKee Coins Inc.","Silver","SML23"
"CON-60983","SO-34235","6/28/2023","Silver Maple Leaf 1 oz 2023","342.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-60673","SO-34092","6/15/2023","Silver Maple Leaf 1 oz 2023","63.000000","North Georgia Diamond","Silver","SML23"
"CON-61135","SO-34290","7/7/2023","Silver Maple Leaf 1 oz 2023","500.000000","Precious Metals Refinery, LLC","Silver","SML23"
"CON-57926","SO-32533","3/15/2023","Silver Maple Leaf 1 oz 2023","125.000000","Valmax Jewelers","Silver","SML23"
"CON-58346","SO-32817","3/24/2023","Silver Maple Leaf 1 oz 2023","25.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58264","SO-32760","3/22/2023","Silver Maple Leaf 1 oz 2023","123.000000","North Georgia Diamond","Silver","SML23"
"CON-61567","SO-34458","7/19/2023","Silver Maple Leaf 1 oz 2023","500.000000","Kilo Funding 1 LLC","Silver","SML23"
"CON-57952","SO-32550","3/15/2023","Silver Maple Leaf 1 oz 2023","300.000000","North Georgia Diamond","Silver","SML23"
"CON-61106","SO-34280","7/5/2023","Silver Maple Leaf 1 oz 2023","500.000000","Santa Fe Coins and Jewelry","Silver","SML23"
"CON-61102","SO-34279","7/5/2023","Silver Maple Leaf 1 oz 2023","50.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-61509","SO-34447","7/18/2023","Silver Maple Leaf 1 oz 2023","43.000000","Main Street Metals LLC","Silver","SML23"
"CON-61434","SO-34411","7/14/2023","Silver Maple Leaf 1 oz 2023","25.000000","Coin Junction","Silver","SML23"
"CON-57993","SO-32575","3/15/2023","Silver Maple Leaf 1 oz 2023","200.000000","Royal Gold & Silver Exchange","Silver","SML23"
"CON-63197","SO-35185","9/11/2023","Silver Maple Leaf 1 oz 2023","4.000000","Valmax Jewelers","Silver","SML23"
"CON-62496","SO-34880","8/17/2023","Silver Maple Leaf 1 oz 2023","100.000000","McKee Coins Inc.","Silver","SML23"
"CON-62668","SO-34956","8/22/2023","Silver Maple Leaf 1 oz 2023","500.000000","Santa Fe Coins and Jewelry","Silver","SML23"
"CON-62405","SO-34837","8/15/2023","Silver Maple Leaf 1 oz 2023","150.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-62081","SO-34671","8/1/2023","Silver Maple Leaf 1 oz 2023","70.000000","North Georgia Diamond","Silver","SML23"
"CON-63302","SO-35229","9/14/2023","Silver Maple Leaf 1 oz 2023","25.000000","Apologetic Coins LLC","Silver","SML23"
"CON-62646","SO-34941","8/22/2023","Silver Maple Leaf 1 oz 2023","347.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-63140","SO-35165","9/8/2023","Silver Maple Leaf 1 oz 2023","1.000000","Ross Jewelers","Silver","SML23"
"CON-62336","SO-34795","8/11/2023","Silver Maple Leaf 1 oz 2023","200.000000","North Georgia Diamond","Silver","SML23"
"CON-62688","SO-34958","8/22/2023","Silver Maple Leaf 1 oz 2023","40.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-62321","SO-34789","8/11/2023","Silver Maple Leaf 1 oz 2023","400.000000","P&G Jewelry of Wooster LLC","Silver","SML23"
"CON-62342","SO-34799","8/11/2023","Silver Maple Leaf 1 oz 2023","50.000000","North Georgia Diamond","Silver","SML23"
"CON-62990","SO-35087","9/1/2023","Silver Maple Leaf 1 oz 2023","100.000000","McKee Coins Inc.","Silver","SML23"
"CON-62807","SO-35018","8/25/2023","Silver Maple Leaf 1 oz 2023","500.000000","Cohn Jewelry & Watches","Silver","SML23"
"CON-61587","SO-34469","7/20/2023","Silver Maple Leaf 1 oz 2023","115.000000","North Georgia Diamond","Silver","SML23"
"CON-62956","SO-35069","8/31/2023","Silver Maple Leaf 1 oz 2023","25.000000","North Georgia Diamond","Silver","SML23"
"CON-60338","SO-33968","5/30/2023","Silver Maple Leaf 1 oz 2023","499.000000","In God We Trust Coins","Silver","SML23"
"CON-59871","SO-33712","5/12/2023","Silver Maple Leaf 1 oz 2023","20.000000","Precious Metal Castings, Inc. dba J. Anthony Jewelers","Silver","SML23"
"CON-58030","SO-32603","3/16/2023","Silver Maple Leaf 1 oz 2023","200.000000","McKee Coins Inc.","Silver","SML23"
"CON-58078","SO-32636","3/17/2023","Silver Maple Leaf 1 oz 2023","500.000000","Rudy's Gold & Silver","Silver","SML23"
"CON-58135","SO-32672","3/20/2023","Silver Maple Leaf 1 oz 2023","169.000000","North Georgia Diamond","Silver","SML23"
"CON-60223","SO-33902","5/24/2023","Silver Maple Leaf 1 oz 2023","21.000000","North Georgia Diamond","Silver","SML23"
"CON-57779","SO-32440","3/13/2023","Silver Maple Leaf 1 oz Common Date","93.000000","Rudy's Gold & Silver","Silver","SMLCD"
"CON-57810","SO-32467","3/13/2023","Silver Maple Leaf 1 oz Common Date","500.000000","P&G Jewelry of Wooster LLC","Silver","SMLCD"
"CON-59226","SO-33362","4/19/2023","Silver Maple Leaf 1 oz Common Date","78.000000","North Georgia Diamond","Silver","SMLCD"
"CON-57702","SO-32384","3/8/2023","Silver Maple Leaf 1 oz Common Date","75.000000","North Georgia Diamond","Silver","SMLCD"
"CON-57768","SO-32430","3/12/2023","Silver Maple Leaf 1 oz Common Date","500.000000","ARK Silver","Silver","SMLCD"
"CON-57767","SO-32429","3/12/2023","Silver Maple Leaf 1 oz Common Date","500.000000","ARK Silver","Silver","SMLCD"
"CON-57773","SO-32435","3/12/2023","Silver Maple Leaf 1 oz Common Date","500.000000","ARK Silver","Silver","SMLCD"
"CON-57771","SO-32432","3/12/2023","Silver Maple Leaf 1 oz Common Date","500.000000","ARK Silver","Silver","SMLCD"
"CON-57771","SO-32432","3/12/2023","Silver Maple Leaf 1 oz Common Date","3000.000000","ARK Silver","Silver","SMLCD"
"CON-59091","SO-33287","4/14/2023","Silver Maple Leaf 1 oz Common Date","50.000000","Williams Coin Stamp & Bullion","Silver","SMLCD"
"CON-57632","SO-32338","3/7/2023","Silver Maple Leaf 1 oz Common Date","500.000000","Industrial Technology","Silver","SMLCD"
"CON-57852","SO-32503","3/14/2023","Silver Maple Leaf 1 oz Common Date","300.000000","Rudy's Gold & Silver","Silver","SMLCD"
"CON-56808","SO-31892","1/27/2023","Silver Maple Leaf 1 oz Common Date","82.000000","North Georgia Diamond","Silver","SMLCD"
"CON-57631","SO-32337","3/6/2023","Silver Maple Leaf 1 oz Common Date","500.000000","Alaska Bullion & Coin, LLC","Silver","SMLCD"
"CON-60380","SO-33989","6/1/2023","Silver Maple Leaf 1 oz Common Date","98.000000","North Georgia Diamond","Silver","SMLCD"
"CON-59115","SO-33302","4/14/2023","Silver Maple Leaf 1 oz Common Date","60.000000","Rudy's Gold & Silver","Silver","SMLCD"
"CON-59386","SO-33472","4/26/2023","Silver Maple Leaf 1 oz Common Date","100.000000","In God We Trust Coins","Silver","SMLCD"
"CON-60594","SO-34060","6/12/2023","Silver Maple Leaf 1 oz Common Date","57.000000","North Georgia Diamond","Silver","SMLCD"
"CON-61720","SO-34519","7/26/2023","Silver Maple Leaf 1 oz Common Date","35.000000","JG Kronenberger Fine Jewelry","Silver","SMLCD"
"CON-60770","SO-34137","6/20/2023","Silver Maple Leaf 1 oz Common Date","75.000000","Rudy's Gold & Silver","Silver","SMLCD"
"CON-60860","SO-34186","6/23/2023","Silver Maple Leaf 1 oz Common Date","50.000000","Coin Junction","Silver","SMLCD"
"CON-57820","SO-32470","3/13/2023","Silver Maple Leaf 1 oz Common Date","15.000000","Valmax Jewelers","Silver","SMLCD"
"CON-60923","SO-34212","6/26/2023","Silver Maple Leaf 1 oz Common Date","25.000000","Rudy's Gold & Silver","Silver","SMLCD"
"CON-56173","SO-31617","1/12/2023","Silver Maple Leaf 1 oz Common Date","300.000000","P&G Jewelry of Wooster LLC","Silver","SMLCD"
"CON-57742","SO-32414","3/9/2023","Silver Maple Leaf 1 oz Common Date","350.000000","The Exchange Gold Store-Denton","Silver","SMLCD"
"CON-57807","SO-32460","3/13/2023","Silver Maple Leaf 1 oz Common Date","78.000000","North Georgia Diamond","Silver","SMLCD"
"CON-61567","SO-34458","7/19/2023","Silver Maple Leaf 1 oz Common Date","1000.000000","Kilo Funding 1 LLC","Silver","SMLCD"
"CON-57193","SO-32123","2/16/2023","Silver Maple Leaf 1 oz Common Date","82.000000","North Georgia Diamond","Silver","SMLCD"
"CON-57749","SO-32419","3/10/2023","Silver Maple Leaf 1 oz Common Date","1035.000000","Main Street Metals LLC","Silver","SMLCD"
"CON-57371","SO-32208","2/24/2023","Silver Maple Leaf 1 oz Common Date","150.000000","360 Coin Group DBA South Austin Coin Exchange","Silver","SMLCD"
"CON-62547","SO-34894","8/17/2023","Silver Maple Leaf 1 oz Common Date","25.000000","Coin Junction","Silver","SMLCD"
"CON-62090","SO-34677","8/1/2023","Silver Maple Leaf 1 oz Common Date","1.000000","The Gold Market, Inc.","Silver","SMLCD"
"CON-63344","SO-35251","9/15/2023","Silver Maple Leaf 1 oz Common Date","25.000000","Coin Junction","Silver","SMLCD"
"CON-62808","SO-35019","8/25/2023","Silver Maple Leaf 1 oz Common Date","20.000000","Haggai Gold and Silver","Silver","SMLCD"
"CON-57766","SO-32428","3/12/2023","Silver Maple Leaf 1 oz Common Date","500.000000","ARK Silver","Silver","SMLCD"
"CON-57834","SO-32477","3/13/2023","Silver Maple Leaf 1 oz Common Date","350.000000","L&B Coins","Silver","SMLCD"
"CON-57651","SO-32346","3/7/2023","Silver Maple Leaf 1 oz Common Date","40.000000","Blue Ridge Coin Shop","Silver","SMLCD"
