"Contract ","Sales Order","Created Date","Product: Product Name","Quantity Ordered","Customer ","Product: Metal: Metal Name","Product: Product Code"
"CON-62355","SO-34808","8/14/2023","Gold oz Casting Grain .9999","25.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-58696","SO-33032","4/4/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-60207","SO-33894","5/24/2023","Gold oz Casting Grain .9999","11.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-58393","SO-32869","3/27/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-63208","SO-35191","9/12/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-63208","SO-35191","9/12/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60437","SO-34006","6/5/2023","Gold oz Casting Grain .9999","16.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-63210","SO-35193","9/12/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-63071","SO-35133","9/6/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-63095","SO-35145","9/7/2023","Gold oz Casting Grain .9999","0.500000","Royal Gold & Silver Exchange","Gold","GGRAIN"
"CON-62195","SO-34729","8/7/2023","Gold oz Casting Grain .9999","2.000000","Scotts Valley Jeweler","Gold","GGRAIN"
"CON-62357","SO-34807","8/14/2023","Gold oz Casting Grain .9999","20.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-59505","SO-33527","5/1/2023","Gold oz Casting Grain .9999","64.300000","ARA Gold LLC","Gold","GGRAIN"
"CON-61573","SO-34462","7/20/2023","Gold oz Casting Grain .9999","11.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-57658","SO-32353","3/7/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-58775","SO-33080","4/5/2023","Gold oz Casting Grain .9999","20.000000","ARA Gold LLC","Gold","GGRAIN"
"CON-58868","SO-33147","4/6/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-58885","SO-33160","4/10/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-59026","SO-33250","4/13/2023","Gold oz Casting Grain .9999","3.000000","J Brandt Recognition","Gold","GGRAIN"
"CON-59489","SO-33516","4/28/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-60192","SO-33887","5/23/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-57292","SO-32160","2/21/2023","Gold oz Casting Grain .9999","16.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-55942","SO-31508","1/3/2023","Gold oz Casting Grain .9999","5.000000","Tin's Designs","Gold","GGRAIN"
"CON-56793","SO-31882","1/27/2023","Gold oz Casting Grain .9999","192.900000","Kilo Funding 1 LLC","Gold","GGRAIN"
"CON-58688","SO-33027","4/3/2023","Gold oz Casting Grain .9999","1.000000","River City Pawn and Gun, LLC","Gold","GGRAIN"
"CON-58896","SO-33166","4/10/2023","Gold oz Casting Grain .9999","13.000000","ARA Gold LLC","Gold","GGRAIN"
"CON-58845","SO-33130","4/6/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-58997","SO-33233","4/12/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-59317","SO-33428","4/24/2023","Gold oz Casting Grain .9999","5.000000","Millersville Jewelry Exchange","Gold","GGRAIN"
"CON-59338","SO-33441","4/25/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-61616","SO-34479","7/21/2023","Gold oz Casting Grain .9999","2.000000","Scotts Valley Jeweler","Gold","GGRAIN"
"CON-58953","SO-33203","4/11/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61217","SO-34322","7/12/2023","Gold oz Casting Grain .9999","12.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-62997","SO-35090","9/3/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62997","SO-35090","9/3/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62997","SO-35090","9/3/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62997","SO-35090","9/3/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-59010","SO-33240","4/12/2023","Gold oz Casting Grain .9999","2.000000","Scotts Valley Jeweler","Gold","GGRAIN"
"CON-59036","SO-33251","4/13/2023","Gold oz Casting Grain .9999","31.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-59287","SO-33404","4/21/2023","Gold oz Casting Grain .9999","5.000000","River City Pawn and Gun, LLC","Gold","GGRAIN"
"CON-62998","SO-35091","9/3/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60563","SO-34049","6/9/2023","Gold oz Casting Grain .9999","2.000000","Ross Jewelers","Gold","GGRAIN"
"CON-59311","SO-33424","4/24/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-59397","SO-33474","4/26/2023","Gold oz Casting Grain .9999","5.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61737","SO-34530","7/27/2023","Gold oz Casting Grain .9999","15.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61202","SO-34320","7/11/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-61202","SO-34320","7/11/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60318","SO-33955","5/29/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60318","SO-33955","5/29/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60318","SO-33955","5/29/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60318","SO-33955","5/29/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60318","SO-33955","5/29/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60318","SO-33955","5/29/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-59537","SO-33541","5/2/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-59922","SO-33742","5/15/2023","Gold oz Casting Grain .9999","14.800000","ARA Gold LLC","Gold","GGRAIN"
"CON-61742","SO-34531","7/27/2023","Gold oz Casting Grain .9999","20.000000","Central Refining","Gold","GGRAIN"
"CON-62822","SO-35028","8/28/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61711","SO-34515","7/26/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-62817","SO-35024","8/27/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62817","SO-35024","8/27/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-61139","SO-34291","7/7/2023","Gold oz Casting Grain .9999","2.000000","Dr. Gold Jewelry and Diamonds","Gold","GGRAIN"
"CON-58441","SO-32880","3/28/2023","Gold oz Casting Grain .9999","5.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61694","SO-34508","7/25/2023","Gold oz Casting Grain .9999","3.000000","J Brandt Recognition","Gold","GGRAIN"
"CON-60677","SO-34095","6/15/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-60844","SO-34179","6/22/2023","Gold oz Casting Grain .9999","3.000000","Scotts Valley Jeweler","Gold","GGRAIN"
"CON-60925","SO-34213","6/27/2023","Gold oz Casting Grain .9999","0.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-60234","SO-33907","5/25/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60235","SO-33908","5/25/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-60604","SO-34064","6/13/2023","Gold oz Casting Grain .9999","11.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-57173","SO-32111","2/15/2023","Gold oz Casting Grain .9999","26.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-56987","SO-32007","2/7/2023","Gold oz Casting Grain .9999","3.000000","Tanmai Jewelers","Gold","GGRAIN"
"CON-56013","SO-31551","1/5/2023","Gold oz Casting Grain .9999","12.625000","ARA Gold LLC","Gold","GGRAIN"
"CON-60805","SO-34155","6/21/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61150","SO-34298","7/9/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-61042","SO-34258","6/30/2023","Gold oz Casting Grain .9999","2.000000","Gemonds Texas, Inc.","Gold","GGRAIN"
"CON-57723","SO-32399","3/9/2023","Gold oz Casting Grain .9999","9.000000","Rasaily Jewelers LLC","Gold","GGRAIN"
"CON-60917","SO-34211","6/26/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-60218","SO-33899","5/24/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-56564","SO-31791","1/19/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-58345","SO-32815","3/24/2023","Gold oz Casting Grain .9999","1.000000","David Kay Jewelers LLC","Gold","GGRAIN"
"CON-56207","SO-31636","1/13/2023","Gold oz Casting Grain .9999","1.890700","ARA Gold LLC","Gold","GGRAIN"
"CON-61240","SO-34337","7/13/2023","Gold oz Casting Grain .9999","11.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61076","SO-34269","7/2/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-61076","SO-34269","7/2/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-61458","SO-34422","7/14/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-63007","SO-35100","9/5/2023","Gold oz Casting Grain .9999","13.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-57162","SO-32106","2/15/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-62064","SO-34661","8/1/2023","Gold oz Casting Grain .9999","5.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-62197","SO-34734","8/7/2023","Gold oz Casting Grain .9999","3.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GGRAIN"
"CON-62823","SO-35029","8/28/2023","Gold oz Casting Grain .9999","11.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-63343","SO-35250","9/14/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62472","SO-34870","8/16/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-62620","SO-34928","8/21/2023","Gold oz Casting Grain .9999","32.150000","ARA Gold LLC","Gold","GGRAIN"
"CON-62600","SO-34922","8/21/2023","Gold oz Casting Grain .9999","13.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-62573","SO-34909","8/18/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-62568","SO-34907","8/18/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-63172","SO-35176","9/10/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-63172","SO-35176","9/10/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-63172","SO-35176","9/10/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-63172","SO-35176","9/10/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62072","SO-34665","8/1/2023","Gold oz Casting Grain .9999","1.000000","Philipson's Jewelry Inc.","Gold","GGRAIN"
"CON-62063","SO-34660","8/1/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-62404","SO-34842","8/15/2023","Gold oz Casting Grain .9999","1.000000","Gold Bling Jewelry","Gold","GGRAIN"
"CON-63161","SO-35172","9/8/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-62745","SO-34988","8/24/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-62370","SO-34813","8/14/2023","Gold oz Casting Grain .9999","10.000000","Lake County Gold & Collectibles Dba Ohio Gold & Coin","Gold","GGRAIN"
"CON-63293","SO-35219","9/13/2023","Gold oz Casting Grain .9999","1.000000","Royal Gold & Silver Exchange","Gold","GGRAIN"
"CON-63277","SO-35218","9/13/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-62714","SO-34971","8/23/2023","Gold oz Casting Grain .9999","7.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62302","SO-34783","8/10/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-63331","SO-35243","9/14/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-62488","SO-34877","8/16/2023","Gold oz Casting Grain .9999","3.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62641","SO-34938","8/21/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62641","SO-34938","8/21/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62641","SO-34938","8/21/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62641","SO-34938","8/21/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62969","SO-35074","8/31/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62969","SO-35074","8/31/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62969","SO-35074","8/31/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62969","SO-35074","8/31/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-62275","SO-34767","8/9/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-63388","SO-35268","9/18/2023","Gold oz Casting Grain .9999","35.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-63538","SO-35320","9/21/2023","Gold oz Casting Grain .9999","20.000000","H & K Designs GA, LLC","Gold","GGRAIN"
"CON-57648","SO-32347","3/7/2023","Gold oz Casting Grain .9999","9.000000","Rasaily Jewelers LLC","Gold","GGRAIN"
"CON-62955","SO-35068","8/31/2023","Gold oz Casting Grain .9999","1.500000","Royal Gold & Silver Exchange","Gold","GGRAIN"
"CON-63509","SO-35307","9/21/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-61156","SO-34301","7/10/2023","Gold oz Casting Grain .9999","11.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-56740","SO-31863","1/25/2023","Gold oz Casting Grain .9999","1.000000","Scotts Valley Jeweler","Gold","GGRAIN"
"CON-60573","SO-34052","6/12/2023","Gold oz Casting Grain .9999","11.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-56925","SO-31971","2/3/2023","Gold oz Casting Grain .9999","2.500000","Dr. Gold Jewelry and Diamonds","Gold","GGRAIN"
"CON-56210","SO-31637","1/13/2023","Gold oz Casting Grain .9999","15.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-56217","SO-31640","1/13/2023","Gold oz Casting Grain .9999","5.000000","Tanmai Jewelers","Gold","GGRAIN"
"CON-56875","SO-31934","2/2/2023","Gold oz Casting Grain .9999","50.000000","ARA Gold LLC","Gold","GGRAIN"
"CON-56884","SO-31939","2/2/2023","Gold oz Casting Grain .9999","5.000000","Tanmai Jewelers","Gold","GGRAIN"
"CON-57101","SO-32067","2/13/2023","Gold oz Casting Grain .9999","5.000000","Tanmai Jewelers","Gold","GGRAIN"
"CON-61631","SO-34488","7/24/2023","Gold oz Casting Grain .9999","10.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-57264","SO-32146","2/17/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-59524","SO-33534","5/1/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-59875","SO-33714","5/12/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-61151","SO-34299","7/9/2023","Gold oz Casting Grain .9999","1.000000","Ross Jewelers","Gold","GGRAIN"
"CON-58079","SO-32637","3/17/2023","Gold oz Casting Grain .9999","5.000000","Nevatronix","Gold","GGRAIN"
"CON-58083","SO-32639","3/17/2023","Gold oz Casting Grain .9999","4.000000","Shalimar Diamonds","Gold","GGRAIN"
"CON-56225","SO-31644","1/13/2023","Gold Isle of Man Angel Proof Set 1.9 oz","1.000000","Northeast Arkansas Coin Co.","Gold","GIOMANGELPF1.9"
"CON-63035","SO-35112","9/5/2023","Gold Krugerrand 1 oz","2.000000","In God We Trust Coins","Gold","GKR"
"CON-62102","SO-34687","8/2/2023","Gold Krugerrand 1 oz","2.000000","Philipson's Trading LLC","Gold","GKR"
"CON-57281","SO-32156","2/21/2023","Gold Krugerrand 1 oz","200.000000","North American Bullion Exchange","Gold","GKR"
"CON-58609","SO-32975","3/31/2023","Gold Krugerrand 1 oz","7.000000","Shepherd Coins & Collectibles","Gold","GKR"
"CON-58616","SO-32982","3/31/2023","Gold Krugerrand 1 oz","4.000000","Dr. Gold Jewelry and Diamonds","Gold","GKR"
"CON-58610","SO-32980","3/31/2023","Gold Krugerrand 1 oz","1.000000","Dallas Diamonds","Gold","GKR"
"CON-59216","SO-33357","4/19/2023","Gold Krugerrand 1 oz","4.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-58626","SO-32989","4/2/2023","Gold Krugerrand 1 oz","2.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-58628","SO-32991","4/2/2023","Gold Krugerrand 1 oz","2.000000","Bedford Gold & Silver Exchange","Gold","GKR"
"CON-58142","SO-32676","3/20/2023","Gold Krugerrand 1 oz","3.000000","Burleson Gold & Silver","Gold","GKR"
"CON-58157","SO-32688","3/20/2023","Gold Krugerrand 1 oz","20.000000","Precious Metals Refinery, LLC","Gold","GKR"
"CON-63073","SO-35134","9/6/2023","Gold Krugerrand 1 oz","2.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-58570","SO-32945","3/30/2023","Gold Krugerrand 1 oz","4.000000","Mountain Time Inc.","Gold","GKR"
"CON-62205","SO-34736","8/7/2023","Gold Krugerrand 1 oz","1.000000","Gold Bling Jewelry","Gold","GKR"
"CON-63241","SO-35205","9/12/2023","Gold Krugerrand 1 oz","2.000000","In God We Trust Coins","Gold","GKR"
"CON-62385","SO-34823","8/14/2023","Gold Krugerrand 1 oz","40.000000","Kilo Funding 1 LLC","Gold","GKR"
"CON-58621","SO-32985","3/31/2023","Gold Krugerrand 1 oz","30.000000","Burleson Gold & Silver","Gold","GKR"
"CON-58383","SO-32841","3/27/2023","Gold Krugerrand 1 oz","5.000000","River City Pawn and Gun, LLC","Gold","GKR"
"CON-58226","SO-32730","3/22/2023","Gold Krugerrand 1 oz","2.000000","David Kay Jewelers LLC","Gold","GKR"
"CON-58312","SO-32794","3/23/2023","Gold Krugerrand 1 oz","2.000000","River City Pawn and Gun, LLC","Gold","GKR"
"CON-58831","SO-33119","4/6/2023","Gold Krugerrand 1 oz","7.000000","Oro-Cal Mfg., Inc.","Gold","GKR"
"CON-58877","SO-33155","4/9/2023","Gold Krugerrand 1 oz","4.000000","Seraphina Fine Jewelry, Inc.","Gold","GKR"
"CON-58872","SO-33150","4/9/2023","Gold Krugerrand 1 oz","10.000000","Rarity Ventures","Gold","GKR"
"CON-58888","SO-33162","4/10/2023","Gold Krugerrand 1 oz","5.000000","Shirley Larsen","Gold","GKR"
"CON-57318","SO-32179","2/22/2023","Gold Krugerrand 1 oz","20.000000","Hero Bullion, LLC","Gold","GKR"
"CON-57518","SO-32280","3/1/2023","Gold Krugerrand 1 oz","1.000000","Longview Nor Jay, LTD.","Gold","GKR"
"CON-57524","SO-32284","3/1/2023","Gold Krugerrand 1 oz","28.000000","Raleigh Gold Coin and Jewelry LLC","Gold","GKR"
"CON-55971","SO-31522","1/4/2023","Gold Krugerrand 1 oz","100.000000","Dillon Gage Inc. of Dallas","Gold","GKR"
"CON-60631","SO-34078","6/14/2023","Gold Krugerrand 1 oz","25.000000","River City Pawn and Gun, LLC","Gold","GKR"
"CON-57287","SO-32157","2/21/2023","Gold Krugerrand 1 oz","300.000000","Dillon Gage Inc. of Dallas","Gold","GKR"
"CON-57142","SO-32094","2/14/2023","Gold Krugerrand 1 oz","1.000000","Dallas Diamonds","Gold","GKR"
"CON-57149","SO-32099","2/14/2023","Gold Krugerrand 1 oz","12.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-57526","SO-32286","3/1/2023","Gold Krugerrand 1 oz","20.000000","Hero Bullion, LLC","Gold","GKR"
"CON-61220","SO-34324","7/12/2023","Gold Krugerrand 1 oz","5.000000","JG Kronenberger Fine Jewelry","Gold","GKR"
"CON-59087","SO-33299","4/14/2023","Gold Krugerrand 1 oz","5.000000","Auric Enterprises","Gold","GKR"
"CON-59301","SO-33418","4/21/2023","Gold Krugerrand 1 oz","5.000000","Shirin Diamond Center","Gold","GKR"
"CON-60589","SO-34058","6/12/2023","Gold Krugerrand 1 oz","5.000000","Kethem International, LLC","Gold","GKR"
"CON-59362","SO-33455","4/25/2023","Gold Krugerrand 1 oz","4.000000","Gillespie Fine Jewelry LLC","Gold","GKR"
"CON-57470","SO-32273","2/28/2023","Gold Krugerrand 1 oz","1.000000","The Bronze Look, LLC","Gold","GKR"
"CON-57592","SO-32320","3/3/2023","Gold Krugerrand 1 oz","2.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-58740","SO-33058","4/4/2023","Gold Krugerrand 1 oz","10.000000","Bedford Gold & Silver Exchange","Gold","GKR"
"CON-60184","SO-33883","5/23/2023","Gold Krugerrand 1 oz","1.000000","Bedford Gold & Silver Exchange","Gold","GKR"
"CON-59042","SO-33254","4/13/2023","Gold Krugerrand 1 oz","11.000000","Burleson Gold & Silver","Gold","GKR"
"CON-59769","SO-33659","5/9/2023","Gold Krugerrand 1 oz","1.000000","Ross Jewelers","Gold","GKR"
"CON-59769","SO-33659","5/9/2023","Gold Krugerrand 1 oz","1.000000","Ross Jewelers","Gold","GKR"
"CON-59997","SO-33780","5/17/2023","Gold Krugerrand 1 oz","10.000000","X-It Products, LLC","Gold","GKR"
"CON-60024","SO-33793","5/17/2023","Gold Krugerrand 1 oz","5.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-60056","SO-33813","5/18/2023","Gold Krugerrand 1 oz","3.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-59616","SO-33588","5/4/2023","Gold Krugerrand 1 oz","5.000000","T Trading LLC","Gold","GKR"
"CON-61125","SO-34285","7/6/2023","Gold Krugerrand 1 oz","2.000000","In God We Trust Coins","Gold","GKR"
"CON-59402","SO-33483","4/26/2023","Gold Krugerrand 1 oz","5.000000","HK Investments","Gold","GKR"
"CON-59732","SO-33644","5/8/2023","Gold Krugerrand 1 oz","25.000000","Gold Cup Pawn","Gold","GKR"
"CON-59975","SO-33767","5/16/2023","Gold Krugerrand 1 oz","3.000000","Shirley Larsen","Gold","GKR"
"CON-60072","SO-33825","5/19/2023","Gold Krugerrand 1 oz","3.000000","Shirley Larsen","Gold","GKR"
"CON-61691","SO-34506","7/25/2023","Gold Krugerrand 1 oz","30.000000","Kilo Funding 1 LLC","Gold","GKR"
"CON-60622","SO-34075","6/13/2023","Gold Krugerrand 1 oz","4.000000","Loveland Gold & Silver","Gold","GKR"
"CON-57725","SO-32400","3/9/2023","Gold Krugerrand 1 oz","20.000000","Asella, LLC","Gold","GKR"
"CON-57074","SO-32053","2/10/2023","Gold Krugerrand 1 oz","31.000000","River City Pawn and Gun, LLC","Gold","GKR"
"CON-60516","SO-34034","6/7/2023","Gold Krugerrand 1 oz","160.000000","Kilo Funding 1 LLC","Gold","GKR"
"CON-60808","SO-34157","6/21/2023","Gold Krugerrand 1 oz","6.000000","Southern Silver and Gold","Gold","GKR"
"CON-62796","SO-35014","8/25/2023","Gold Krugerrand 1 oz","2.000000","In God We Trust Coins","Gold","GKR"
"CON-61762","SO-34537","7/27/2023","Gold Krugerrand 1 oz","2.000000","In God We Trust Coins","Gold","GKR"
"CON-60719","SO-34109","6/19/2023","Gold Krugerrand 1 oz","1.000000","In God We Trust Coins","Gold","GKR"
"CON-61149","SO-34297","7/7/2023","Gold Krugerrand 1 oz","10.000000","Florida Estate Sales","Gold","GKR"
"CON-56170","SO-31615","1/12/2023","Gold Krugerrand 1 oz","16.000000","Dillon Gage Inc. of Dallas","Gold","GKR"
"CON-57123","SO-32079","2/14/2023","Gold Krugerrand 1 oz","9.000000","Dallas Diamonds","Gold","GKR"
"CON-61658","SO-34496","7/24/2023","Gold Krugerrand 1 oz","3.000000","Seraphina Fine Jewelry, Inc.","Gold","GKR"
"CON-61772","SO-34542","7/27/2023","Gold Krugerrand 1 oz","10.000000","Kilo Funding 1 LLC","Gold","GKR"
"CON-60787","SO-34147","6/20/2023","Gold Krugerrand 1 oz","15.000000","Seraphina Fine Jewelry, Inc.","Gold","GKR"
"CON-57120","SO-32077","2/14/2023","Gold Krugerrand 1 oz","5.000000","River City Pawn and Gun, LLC","Gold","GKR"
"CON-55978","SO-31525","1/4/2023","Gold Krugerrand 1 oz","2.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-60876","SO-34196","6/23/2023","Gold Krugerrand 1 oz","40.000000","Kilo Funding 1 LLC","Gold","GKR"
"CON-60820","SO-34165","6/21/2023","Gold Krugerrand 1 oz","1.000000","In God We Trust Coins","Gold","GKR"
"CON-58360","SO-32821","3/24/2023","Gold Krugerrand 1 oz","2.000000","Rudy's Gold & Silver","Gold","GKR"
"CON-61568","SO-34459","7/19/2023","Gold Krugerrand 1 oz","20.000000","Kilo Funding 1 LLC","Gold","GKR"
"CON-57347","SO-32196","2/23/2023","Gold Krugerrand 1 oz","3.000000","Dallas Valley Goldmine","Gold","GKR"
"CON-59675","SO-33612","5/5/2023","Gold Krugerrand 1 oz","5.000000","Royal Gold & Silver Exchange","Gold","GKR"
"CON-56485","SO-31747","1/17/2023","Gold Krugerrand 1 oz","18.000000","Dillon Gage Inc. of Dallas","Gold","GKR"
"CON-60938","SO-34221","6/27/2023","Gold Krugerrand 1 oz","5.000000","SHR Precious Metals Inc.","Gold","GKR"
