Date,Customer,Metal,Code,Quantity,Unit Price,Total Price
3/15/2023,Northeast Arkansas Coin Co.,Gold,G5MC,9.0,$475.90,"$4,283.10"
5/18/2023,Bayside Metal Exchange,Gold,G5MC,30.0,$481.00,"$14,430.00"
7/6/2023,Dillon Gage Inc. of Dallas,Gold,G5MC,19.0,$465.60,"$8,846.40"
7/17/2023,Dillon Gage Inc. of Dallas,Gold,G5MC,8.0,$473.75,"$3,790.00"
8/30/2023,Dillon Gage Inc. of Dallas,Gold,G5MC,57.0,$466.85,"$26,610.45"
4/17/2023,Portland Mint,Gold,G5ROUB,1.0,$288.28,$288.28
9/7/2023,Williams Coin Stamp & Bullion,Gold,GAUS.25STRIPEDMARLIN,4.0,$504.00,"$2,016.00"
1/5/2023,ARA Gold LLC,Gold,GB.10GEN,10.0,$184.00,"$1,840.00"
1/3/2023,K.B. Zaveree,Gold,GB100G,3.0,"$5,990.00","$17,970.00"
1/5/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100G,6.0,"$6,045.00","$36,270.00"
1/13/2023,ARA Gold LLC,Gold,GB100G,15.0,"$6,188.88","$92,833.20"
1/13/2023,Tanmai Jewelers,Gold,GB100G,1.0,"$6,225.00","$6,225.00"
1/26/2023,Paras Gold Inc.,Gold,GB100G,16.0,"$6,233.00","$99,728.00"
1/30/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100G,4.0,"$6,280.00","$25,120.00"
1/31/2023,Lake County Gold & Collectibles Dba Ohio Gold & Coin,Gold,GB100G,1.0,"$6,262.00","$6,262.00"
2/3/2023,Tanmai Jewelers,Gold,GB100G,20.0,"$6,057.00","$121,140.00"
2/3/2023,K.B. Zaveree,Gold,GB100G,2.0,"$6,050.00","$12,100.00"
2/24/2023,Dr. Gold Jewelry and Diamonds,Gold,GB100G,1.0,"$5,898.00","$5,898.00"
3/2/2023,Royal Gold & Silver Exchange,Gold,GB100G,3.0,"$5,965.00","$17,895.00"
3/7/2023,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,909.75","$5,909.75"
3/28/2023,Royal Gold & Silver Exchange,Gold,GB100G,1.0,"$6,390.00","$6,390.00"
3/28/2023,Royal Gold & Silver Exchange,Gold,GB100G,2.0,"$6,390.00","$12,780.00"
3/29/2023,K.B. Zaveree,Gold,GB100G,2.0,"$6,380.00","$12,760.00"
4/4/2023,Dr. Gold Jewelry and Diamonds,Gold,GB100G,1.0,"$6,560.00","$6,560.00"
4/6/2023,Ross Jewelers,Gold,GB100G,1.0,"$6,535.00","$6,535.00"
4/6/2023,K.B. Zaveree,Gold,GB100G,10.0,"$6,515.00","$65,150.00"
4/6/2023,K.B. Zaveree,Gold,GB100G,10.0,"$6,515.00","$65,150.00"
4/6/2023,Tanmai Jewelers,Gold,GB100G,3.0,"$6,513.00","$19,539.00"
4/6/2023,K.B. Zaveree,Gold,GB100G,2.0,"$6,519.00","$13,038.00"
4/14/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100G,3.0,"$6,483.00","$19,449.00"
4/20/2023,Royal Gold & Silver Exchange,Gold,GB100G,1.0,"$6,506.00","$6,506.00"
4/26/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100G,2.0,"$6,448.00","$12,896.00"
4/27/2023,Rudy's Gold & Silver,Gold,GB100G,5.0,"$6,455.00","$32,275.00"
5/16/2023,K.B. Zaveree,Gold,GB100G,2.0,"$6,450.65","$12,901.30"
5/16/2023,Tanmai Jewelers,Gold,GB100G,3.0,"$6,457.85","$19,373.55"
5/19/2023,K.B. Zaveree,Gold,GB100G,2.0,"$6,435.35","$12,870.70"
5/22/2023,Ross Jewelers,Gold,GB100G,3.0,"$6,409.00","$19,227.00"
6/2/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100G,2.0,"$6,338.00","$12,676.00"
6/12/2023,Tanmai Jewelers,Gold,GB100G,1.0,"$6,348.00","$6,348.00"
6/16/2023,"DFW Coin And Silver, LLC dba Mike & Sam",Gold,GB100G,2.0,"$6,344.00","$12,688.00"
6/23/2023,K.B. Zaveree,Gold,GB100G,2.0,"$6,237.60","$12,475.20"
6/27/2023,K.B. Zaveree,Gold,GB100G,2.0,"$6,215.00","$12,430.00"
6/28/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100G,3.0,"$6,207.00","$18,621.00"
7/5/2023,Rudy's Gold & Silver,Gold,GB100G,1.0,"$6,247.00","$6,247.00"
7/14/2023,Ross Jewelers,Gold,GB100G,1.0,"$6,362.04","$6,362.04"
7/25/2023,Marichele Inc DBA Lennox Jewelers,Gold,GB100G,1.0,"$6,374.00","$6,374.00"
9/11/2023,Dr. Gold Jewelry and Diamonds,Gold,GB100G,1.0,"$6,210.00","$6,210.00"
9/13/2023,Dr. Gold Jewelry and Diamonds,Gold,GB100G,1.0,"$6,180.00","$6,180.00"
2/3/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100GPAMPF,1.0,"$6,110.00","$6,110.00"
2/22/2023,K.B. Zaveree,Gold,GB100GPAMPF,1.0,"$5,945.00","$5,945.00"
8/17/2023,"Trust Jewelry and Repair, Inc.",Gold,GB100GPAMPF,1.0,"$6,125.00","$6,125.00"
8/21/2023,Direct Silver Factory,Gold,GB100GPAMPF,2.0,"$6,168.00","$12,336.00"
8/21/2023,Gold Bling Jewelry,Gold,GB100GPAMPF,1.0,"$6,168.00","$6,168.00"
8/24/2023,K.B. Zaveree,Gold,GB100GPAMPF,3.0,"$6,236.00","$18,708.00"
8/27/2023,Ross Jewelers,Gold,GB100GPAMPF,1.0,"$6,231.68","$6,231.68"
8/15/2023,Rudy's Gold & Silver,Gold,GB100GVAL,2.0,"$6,195.50","$12,391.00"
8/18/2023,Rudy's Gold & Silver,Gold,GB100GVAL,5.0,"$6,130.00","$30,650.00"
8/21/2023,Tanmai Jewelers,Gold,GB100GVAL,1.0,"$6,136.00","$6,136.00"
9/5/2023,Sri Krishna Jewellers,Gold,GB100GVAL,1.0,"$6,275.00","$6,275.00"
2/27/2023,Rudy's Gold & Silver,Gold,GB100X1G,1.0,"$6,085.00","$6,085.00"
3/22/2023,Rudy's Gold & Silver,Gold,GB100X1G,2.0,"$6,568.00","$13,136.00"
1/4/2023,Beryl Jewelers,Gold,GB10CREDIT,1.0,"$18,828.00","$18,828.00"
1/26/2023,Paras Gold Inc.,Gold,GB10CREDIT,2.0,"$19,500.00","$39,000.00"
3/23/2023,Royal Gold & Silver Exchange,Gold,GB10CREDIT,1.0,"$20,157.00","$20,157.00"
5/1/2023,Houston Numismatic Exchange,Gold,GB10CREDIT,2.0,"$20,085.00","$40,170.00"
7/6/2023,"Tomahawk Consulting, LLC",Gold,GB10CREDIT,1.0,"$19,354.00","$19,354.00"
1/3/2023,Ohio Trading Inc. DBA Ohio Trading Coin & Jewelry,Gold,GB10G,5.0,$600.00,"$3,000.00"
1/30/2023,"River City Pawn and Gun, LLC",Gold,GB10G,1.0,$636.14,$636.14
2/23/2023,Ross Jewelers,Gold,GB10G,1.0,$601.85,$601.85
6/1/2023,K.B. Zaveree,Gold,GB10G,5.0,$647.70,"$3,238.50"
6/21/2023,Vallejo Coin Exchange,Gold,GB10G,1.0,$639.00,$639.00
6/21/2023,Ross Jewelers,Gold,GB10G,1.0,$639.75,$639.75
8/9/2023,Blue Ridge Coin Shop,Gold,GB10G,3.0,$634.42,"$1,903.26"
1/5/2023,ARA Gold LLC,Gold,GB10GEN,1.0,"$18,400.00","$18,400.00"
1/10/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,3.0,"$19,020.00","$57,060.00"
1/26/2023,Paras Gold Inc.,Gold,GB10GEN,2.0,"$19,500.00","$39,000.00"
1/26/2023,Paras Gold Inc.,Gold,GB10GEN,10.0,"$19,540.00","$195,400.00"
1/27/2023,Paras Gold Inc.,Gold,GB10GEN,10.0,"$19,450.00","$194,500.00"
2/7/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,3.0,"$19,020.00","$57,060.00"
2/8/2023,Lake County Gold & Collectibles Dba Ohio Gold & Coin,Gold,GB10GEN,2.0,"$18,980.00","$37,960.00"
3/7/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,3.0,"$18,570.00","$55,710.00"
3/22/2023,"First Place Jewelry, LLC",Gold,GB10GEN,2.0,"$19,950.00","$39,900.00"
4/10/2023,ARA Gold LLC,Gold,GB10GEN,1.0,"$20,080.00","$20,080.00"
4/21/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$20,020.00","$40,040.00"
4/24/2023,Russell Finkelberg,Gold,GB10GEN,1.0,"$19,875.59","$19,875.59"
4/27/2023,ATL Finds,Gold,GB10GEN,2.0,"$20,030.00","$40,060.00"
5/4/2023,Royal Gold & Silver Exchange,Gold,GB10GEN,1.0,"$20,740.00","$20,740.00"
5/5/2023,"Trust Jewelry and Repair, Inc.",Gold,GB10GEN,1.0,"$20,325.00","$20,325.00"
5/18/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$19,823.00","$39,646.00"
5/19/2023,Mountain Time Inc.,Gold,GB10GEN,3.0,"$20,035.00","$60,105.00"
5/24/2023,The Coin Shop Biloxi,Gold,GB10GEN,2.0,"$19,950.00","$39,900.00"
6/26/2023,Royal Gold & Silver Exchange,Gold,GB10GEN,3.0,"$19,480.00","$58,440.00"
7/6/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,3.0,"$19,354.00","$58,062.00"
8/7/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,2.0,"$19,448.00","$38,896.00"
8/8/2023,Dillon Gage Inc. of Dallas,Gold,GB10GEN,7.0,"$19,283.00","$134,981.00"
8/18/2023,Tulsa Gold and Silver,Gold,GB10GEN,1.0,"$19,020.00","$19,020.00"
8/30/2023,Dillon Gage Inc. of Dallas,Gold,GB10GEN,6.0,"$19,469.00","$116,814.00"
9/5/2023,"Tomahawk Consulting, LLC",Gold,GB10GEN,3.0,"$19,460.00","$58,380.00"
9/11/2023,Mountain Time Inc.,Gold,GB10GEN,2.0,"$19,450.00","$38,900.00"
9/26/2023,Main Street Metals LLC,Gold,GB10GEN,1.0,"$19,280.00","$19,280.00"
3/21/2023,"First Place Jewelry, LLC",Gold,GB10GPAMPF,2.0,$649.90,"$1,299.80"
4/10/2023,Industrial Technology,Gold,GB10GPAMPF,1.0,$664.79,$664.79
4/18/2023,Industrial Technology,Gold,GB10GPAMPF,1.0,$670.09,$670.09
4/25/2023,Industrial Technology,Gold,GB10GPAMPF,1.0,$637.00,$637.00
5/19/2023,Tanmai Jewelers,Gold,GB10GPAMPF,8.0,$659.80,"$5,278.40"
7/20/2023,Ross Jewelers,Gold,GB10GPAMPF,1.0,$659.10,$659.10
9/5/2023,Casa Blanca's Jewelers and Perfumes,Gold,GB10GPAMPF,1.0,$645.00,$645.00
1/30/2023,Paras Gold Inc.,Gold,GB10PAMPF,10.0,"$19,380.00","$193,800.00"
6/7/2023,"Tomahawk Consulting, LLC",Gold,GB10PAMPF,1.0,"$19,850.00","$19,850.00"
4/6/2023,Royal Gold & Silver Exchange,Gold,GB10PERTH,1.0,"$20,400.00","$20,400.00"
6/7/2023,"Tomahawk Consulting, LLC",Gold,GB10PERTH,1.0,"$19,705.00","$19,705.00"
1/21/2023,Mountain Time Inc.,Gold,GB1AH,22.0,"$1,954.30","$42,994.60"
1/26/2023,"Trust Jewelry and Repair, Inc.",Gold,GB1AH,5.0,"$1,960.50","$9,802.50"
2/2/2023,Tanmai Jewelers,Gold,GB1AH,5.0,"$1,948.00","$9,740.00"
2/7/2023,Tanmai Jewelers,Gold,GB1AH,2.0,"$1,900.00","$3,800.00"
2/9/2023,Tanmai Jewelers,Gold,GB1AH,4.0,"$1,861.00","$7,444.00"
2/13/2023,Tanmai Jewelers,Gold,GB1AH,6.0,"$1,883.00","$11,298.00"
2/15/2023,"First Place Jewelry, LLC",Gold,GB1AH,2.0,"$1,835.00","$3,670.00"
2/27/2023,Mountain Time Inc.,Gold,GB1AH,5.0,"$1,843.00","$9,215.00"
3/7/2023,ETX Coins,Gold,GB1AH,3.0,"$1,847.00","$5,541.00"
3/13/2023,Luxe Jewel Exchange,Gold,GB1AH,1.0,"$1,896.50","$1,896.50"
3/30/2023,Mountain Time Inc.,Gold,GB1AH,2.0,"$2,006.00","$4,012.00"
3/30/2023,Dallas Valley Goldmine,Gold,GB1AH,15.0,"$2,012.00","$30,180.00"
3/31/2023,Florida Estate Sales,Gold,GB1AH,7.0,"$2,003.00","$14,021.00"
3/31/2023,Scott Mosley Trading LLC,Gold,GB1AH,10.0,"$2,001.00","$20,010.00"
3/31/2023,"First Place Jewelry, LLC",Gold,GB1AH,9.0,"$2,011.00","$18,099.00"
3/31/2023,Rudy's Gold & Silver,Gold,GB1AH,25.0,"$2,000.00","$50,000.00"
4/2/2023,Northern Nevada Coin,Gold,GB1AH,40.0,"$2,001.00","$80,040.00"
4/2/2023,"First Place Jewelry, LLC",Gold,GB1AH,40.0,"$2,003.00","$80,120.00"
4/3/2023,JTC Jewelry & Design,Gold,GB1AH,5.0,"$2,014.00","$10,070.00"
5/15/2023,Ross Jewelers,Gold,GB1AH,1.0,"$2,047.42","$2,047.42"
5/15/2023,Ross Jewelers,Gold,GB1AH,1.0,"$2,047.42","$2,047.42"
3/17/2023,Royal Gold & Silver Exchange,Gold,GB1ASAHI,4.0,"$2,013.00","$8,052.00"
3/27/2023,"Frank's & Sons Jewelry, Inc.",Gold,GB1ASAHI,1.0,"$1,986.00","$1,986.00"
1/2/2023,Salem's Jewelers II,Gold,GB1C,1.0,"$1,717.00","$1,717.00"
1/3/2023,Loveland Gold & Silver,Gold,GB1C,15.0,"$1,866.00","$27,990.00"
1/5/2023,Gold & Silver Exchange (MI),Gold,GB1C,18.0,"$1,863.00","$33,534.00"
1/9/2023,"River City Pawn and Gun, LLC",Gold,GB1C,5.0,"$1,898.00","$9,490.00"
1/9/2023,"River City Pawn and Gun, LLC",Gold,GB1C,3.0,"$1,898.00","$5,694.00"
1/11/2023,Mountain Time Inc.,Gold,GB1C,51.0,"$1,896.00","$96,696.00"
1/17/2023,Bedford Gold & Silver Exchange,Gold,GB1C,5.0,"$1,940.00","$9,700.00"
1/24/2023,Mitchell's Jewelry (OK),Gold,GB1C,3.0,"$1,961.00","$5,883.00"
1/30/2023,"River City Pawn and Gun, LLC",Gold,GB1C,27.0,"$1,950.66","$52,667.82"
1/30/2023,Mountain Time Inc.,Gold,GB1C,5.0,"$1,952.00","$9,760.00"
1/31/2023,"First Place Jewelry, LLC",Gold,GB1C,15.0,"$1,956.00","$29,340.00"
2/1/2023,David Kay Jewelers LLC,Gold,GB1C,1.0,"$1,972.30","$1,972.30"
2/3/2023,"First Place Jewelry, LLC",Gold,GB1C,28.0,"$1,946.00","$54,488.00"
2/3/2023,Direct Silver Factory,Gold,GB1C,1.0,"$1,897.00","$1,897.00"
2/3/2023,Royal Gold & Silver Exchange,Gold,GB1C,5.0,"$1,892.00","$9,460.00"
2/3/2023,Royal Gold & Silver Exchange,Gold,GB1C,1.0,"$1,892.00","$1,892.00"
2/3/2023,Northwest Gold and Diamond,Gold,GB1C,16.0,"$1,894.00","$30,304.00"
2/8/2023,Royal Gold & Silver Exchange,Gold,GB1C,1.0,"$1,925.00","$1,925.00"
2/16/2023,Raleigh Gold Coin and Jewelry LLC,Gold,GB1C,15.0,"$1,863.00","$27,945.00"
2/16/2023,Brannon Johnson,Gold,GB1C,2.0,"$1,867.00","$3,734.00"
2/21/2023,Vallejo Coin Exchange,Gold,GB1C,1.0,"$1,861.00","$1,861.00"
2/22/2023,David Kay Jewelers LLC,Gold,GB1C,3.0,"$1,862.00","$5,586.00"
2/23/2023,K.B. Zaveree,Gold,GB1C,15.0,"$1,851.00","$27,765.00"
2/27/2023,"First Place Jewelry, LLC",Gold,GB1C,6.0,"$1,838.00","$11,028.00"
2/28/2023,Vallejo Coin Exchange,Gold,GB1C,5.0,"$1,858.00","$9,290.00"
3/1/2023,Royal Gold & Silver Exchange,Gold,GB1C,5.0,"$1,865.00","$9,325.00"
3/2/2023,JTC Jewelry & Design,Gold,GB1C,5.0,"$1,864.00","$9,320.00"
3/3/2023,HK Investments,Gold,GB1C,5.0,"$1,878.00","$9,390.00"
3/6/2023,JTC Jewelry & Design,Gold,GB1C,2.0,"$1,879.00","$3,758.00"
3/7/2023,"Tomahawk Consulting, LLC",Gold,GB1C,1.0,"$1,858.00","$1,858.00"
3/7/2023,"Wink's Jewelry, Inc.",Gold,GB1C,1.0,"$1,849.00","$1,849.00"
3/8/2023,Royal Gold & Silver Exchange,Gold,GB1C,3.0,"$1,842.00","$5,526.00"
3/13/2023,Raleigh Gold Coin and Jewelry LLC,Gold,GB1C,15.0,"$1,933.50","$29,002.50"
3/13/2023,Raleigh Gold Coin and Jewelry LLC,Gold,GB1C,9.0,"$1,935.00","$17,415.00"
3/13/2023,Dallas Diamonds,Gold,GB1C,4.0,"$1,937.66","$7,750.64"
