Date,Customer,Metal,Code,Quantity,Unit Price,Total Price
1/15/2021,APMEX Inc.,Gold,G20FA,10.0,$343.62,"$3,436.20"
3/31/2021,Williams Coin Stamp & Bullion,Gold,G20FMIX,10.0,$332.00,"$3,320.00"
7/20/2021,Wilshire Coin Exchange/ WC3 Wholesale,Gold,G20FMIX,22.0,$338.93,"$7,456.46"
5/18/2021,Gold Rush Mercantile & Trading,Gold,G20FMIX,1.0,$363.44,$363.44
9/2/2021,Capstone Acquisitions,Gold,G20FMIX,67.0,$349.74,"$23,432.58"
9/3/2021,Capstone Acquisitions,Gold,G20FMIX,16.0,$353.65,"$5,658.40"
5/26/2021,Gold Rush Mercantile & Trading,Gold,G20FMIX,6.0,$368.50,"$2,211.00"
6/4/2021,Gold Rush Mercantile & Trading,Gold,G20FMIX,6.0,$368.00,"$2,208.00"
6/11/2021,Gold Rush Mercantile & Trading,Gold,G20FMIX,6.0,$365.20,"$2,191.20"
12/3/2021,Gold Rush Mercantile & Trading,Gold,G20FMIX,8.0,$345.00,"$2,760.00"
2/23/2021,John Watson,Gold,G20FN,21.0,$345.55,"$7,256.55"
2/26/2021,John Watson,Gold,G20FN,78.0,$334.00,"$26,052.00"
1/15/2021,GVS Austria E.U.,Gold,G20FN,52.0,$344.25,"$17,901.00"
8/25/2021,APMEX Inc.,Gold,G20FR,68.0,$342.00,"$23,256.00"
3/8/2021,Gold Rush Mercantile & Trading,Gold,G20FR,3.0,$329.00,$987.00
2/23/2021,John Watson,Gold,G20FR,78.0,$345.55,"$26,952.90"
3/4/2021,Numismatic Treasures Ltd.,Gold,G20FR,10.0,$328.00,"$3,280.00"
7/8/2021,Gold Rush Mercantile & Trading,Gold,G20FR,8.0,$351.00,"$2,808.00"
6/17/2021,Gold Rush Mercantile & Trading,Gold,G20FR,6.0,$346.00,"$2,076.00"
10/4/2021,Capstone Acquisitions,Gold,G20FR,40.0,$346.40,"$13,856.00"
10/6/2021,Capstone Acquisitions,Gold,G20FR,15.0,$344.00,"$5,160.00"
11/16/2021,"The Bronze Look, LLC",Gold,G20FR,2.0,$359.00,$718.00
10/13/2021,Capstone Acquisitions,Gold,G20FR,26.0,$350.50,"$9,113.00"
9/30/2021,Capstone Acquisitions,Gold,G20FR,50.0,$340.00,"$17,000.00"
3/1/2021,John Watson,Gold,G20FS,13.0,$332.00,"$4,316.00"
7/28/2021,Wilshire Coin Exchange/ WC3 Wholesale,Gold,G20FS,105.0,$342.15,"$35,925.75"
3/31/2021,Williams Coin Stamp & Bullion,Gold,G20FS,15.0,$332.00,"$4,980.00"
7/20/2021,Wilshire Coin Exchange/ WC3 Wholesale,Gold,G20FS,200.0,$343.93,"$68,786.00"
2/8/2021,"A-Mark Precious Metals, Inc.",Gold,G20FS,55.0,$342.80,"$18,854.00"
2/8/2021,APMEX Inc.,Gold,G20FS,80.0,$348.95,"$27,916.00"
5/18/2021,Gold Rush Mercantile & Trading,Gold,G20FS,2.0,$363.44,$726.88
8/5/2021,"Beverly Hills PMX, Inc.",Gold,G20FS,160.0,$350.00,"$56,000.00"
4/12/2021,Capstone Acquisitions,Gold,G20FS,50.0,$336.50,"$16,825.00"
9/3/2021,"Beverly Hills PMX, Inc.",Gold,G20FS,73.0,$358.20,"$26,148.60"
7/16/2021,Dillon Gage Inc. of Dallas,Gold,G20FS,50.0,$341.96,"$17,098.00"
7/16/2021,Wilshire Coin Exchange/ WC3 Wholesale,Gold,G20FS,100.0,$345.11,"$34,511.00"
2/19/2021,Santa Fe Coins and Jewelry,Gold,G20FS,7.0,$341.00,"$2,387.00"
2/19/2021,Capstone Acquisitions,Gold,G20FS,100.0,$341.70,"$34,170.00"
3/3/2021,Capstone Acquisitions,Gold,G20FS,62.0,$333.00,"$20,646.00"
2/22/2021,Capstone Acquisitions,Gold,G20FS,100.0,$347.20,"$34,720.00"
7/19/2021,Wilshire Coin Exchange/ WC3 Wholesale,Gold,G20FS,100.0,$345.10,"$34,510.00"
7/27/2021,Coin & Treasure,Gold,G20FS,20.0,$349.00,"$6,980.00"
11/10/2021,Capstone Acquisitions,Gold,G20FS,14.0,$362.90,"$5,080.60"
9/21/2021,"Beverly Hills PMX, Inc.",Gold,G20FS,78.0,$347.75,"$27,124.50"
10/12/2021,Capstone Acquisitions,Gold,G20FS,20.0,$346.50,"$6,930.00"
10/13/2021,Capstone Acquisitions,Gold,G20FS,40.0,$350.50,"$14,020.00"
11/2/2021,Capstone Acquisitions,Gold,G20FS,23.0,$347.80,"$7,999.40"
1/14/2021,US Gold Bureau LLC,Gold,G20FS,20.0,$350.85,"$7,017.00"
1/15/2021,"A-Mark Precious Metals, Inc.",Gold,G20FS,80.0,$344.57,"$27,565.60"
1/15/2021,GVS Austria E.U.,Gold,G20FS,250.0,$345.95,"$86,487.50"
1/15/2021,"A-Mark Precious Metals, Inc.",Gold,G20FS,176.0,$360.53,"$63,453.28"
5/24/2021,APMEX Inc.,Gold,G20MARK,20.0,$440.04,"$8,800.80"
8/4/2021,APMEX Inc.,Gold,G20MARK,4.0,$423.98,"$1,695.92"
7/27/2021,APMEX Inc.,Gold,G20MARK,29.0,$421.63,"$12,227.27"
5/25/2021,"A-Mark Precious Metals, Inc.",Gold,G4DUC,40.0,$841.70,"$33,668.00"
6/4/2021,"A-Mark Precious Metals, Inc.",Gold,G4DUC,1.0,$835.91,$835.91
8/25/2021,Minneapolis Gold & Silver,Gold,G5MC,12.0,$446.00,"$5,352.00"
1/4/2021,John Watson,Gold,G5MC,20.0,$472.77,"$9,455.40"
4/1/2021,Wilshire Coin Exchange/ WC3 Wholesale,Gold,G5MC,5.0,$428.25,"$2,141.25"
5/20/2021,Money Metals Exchange LLC,Gold,G5MC,16.0,$476.10,"$7,617.60"
6/24/2021,APMEX Inc.,Gold,G5MC,2.0,$434.30,$868.60
8/11/2021,"Nieffenegger Company, LLC",Gold,G5MC,21.0,$436.30,"$9,162.30"
11/11/2021,TexasCoins.com,Gold,G5MC,10.0,$459.00,"$4,590.00"
12/23/2021,Claudio Vallejo,Gold,G5MC,13.0,$445.80,"$5,795.40"
9/22/2021,"Nieffenegger Company, LLC",Gold,G5MC,20.0,$437.75,"$8,755.00"
9/22/2021,"Nieffenegger Company, LLC",Gold,G5MC,25.0,$437.50,"$10,937.50"
9/22/2021,"Nieffenegger Company, LLC",Gold,G5MC,15.0,$438.50,"$6,577.50"
10/19/2021,TSM Coins,Gold,G5MC,4.0,$443.00,"$1,772.00"
1/25/2021,Bayside Metal Exchange,Gold,G5MC,36.0,$453.70,"$16,333.20"
1/12/2021,Cheap Treasures,Gold,G5MC,22.0,$450.00,"$9,900.00"
12/28/2021,Towne Square Jewelers (IL),Gold,GB100G,1.0,"$5,897.00","$5,897.00"
5/24/2021,Royal Gold & Silver Exchange,Gold,GB100G,1.0,"$6,117.00","$6,117.00"
8/24/2021,K.B. Zaveree,Gold,GB100G,5.0,"$5,897.00","$29,485.00"
4/1/2021,Tanmai Jewelers,Gold,GB100G,2.0,"$5,662.00","$11,324.00"
2/18/2021,Tanmai Jewelers,Gold,GB100G,1.0,"$5,800.00","$5,800.00"
8/11/2021,APMEX Inc.,Gold,GB100G,1.0,"$5,687.38","$5,687.38"
9/13/2021,Expressions Gold Exchange,Gold,GB100G,2.0,"$5,825.00","$11,650.00"
12/22/2021,Towne Square Jewelers (IL),Gold,GB100G,1.0,"$5,866.50","$5,866.50"
10/28/2021,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,853.00","$5,853.00"
10/11/2021,Rudy's Gold & Silver,Gold,GB100G,2.0,"$5,700.00","$11,400.00"
11/2/2021,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,810.00","$5,810.00"
11/3/2021,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,731.25","$5,731.25"
11/22/2021,Rudy's Gold & Silver,Gold,GB100G,1.0,"$5,864.00","$5,864.00"
3/1/2021,Tanmai Jewelers,Gold,GB100GPAMPF,1.0,"$5,644.00","$5,644.00"
1/5/2021,Rudy's Gold & Silver,Gold,GB100GPAMPF,1.0,"$6,345.00","$6,345.00"
12/15/2021,Paras Gold Inc.,Gold,GB100GPAMPF,20.0,"$5,746.00","$114,920.00"
1/27/2021,Rudy's Gold & Silver,Gold,GB100GPAMPF,2.0,"$6,000.00","$12,000.00"
1/27/2021,ATL Finds,Gold,GB10CREDIT,1.0,"$18,625.00","$18,625.00"
1/10/2021,Houston Numismatic Exchange,Gold,GB10DEG,1.0,"$18,700.00","$18,700.00"
1/16/2021,Houston Numismatic Exchange,Gold,GB10DEG,1.0,"$18,490.00","$18,490.00"
3/17/2021,APMEX Inc.,Gold,GB10G,1.0,$562.79,$562.79
1/19/2021,In God We Trust Coins,Gold,GB10G,6.0,$605.50,"$3,633.00"
3/11/2021,"Bars and Stars, LLC",Gold,GB10GEN,15.0,"$17,527.00","$262,905.00"
7/12/2021,"Young's Jewelry, Inc. (TX)",Gold,GB10GEN,1.0,"$18,360.00","$18,360.00"
8/26/2021,Milano Fine Jewelry Inc.,Gold,GB10GEN,1.0,"$18,170.00","$18,170.00"
8/9/2021,Gold & Silver Exchange (MI),Gold,GB10GEN,1.0,"$17,599.50","$17,599.50"
4/7/2021,Milano Fine Jewelry Inc.,Gold,GB10GEN,1.0,"$17,760.00","$17,760.00"
5/26/2021,Steven Lugovsky,Gold,GB10GEN,5.0,"$19,285.00","$96,425.00"
3/16/2021,The Coin Shop Biloxi,Gold,GB10GEN,6.0,"$17,500.00","$105,000.00"
2/17/2021,Hoover & Strong Inc.,Gold,GB10GEN,1.0,"$18,170.00","$18,170.00"
3/17/2021,"Gemonds Texas, Inc.",Gold,GB10GEN,1.0,"$17,770.00","$17,770.00"
6/3/2021,Houston Numismatic Exchange,Gold,GB10GEN,13.0,"$18,850.00","$245,050.00"
9/7/2021,In God We Trust Coins,Gold,GB10GEN,1.0,"$18,239.60","$18,239.60"
2/22/2021,Gold Buyers of Orange Park,Gold,GB10GEN,1.0,"$18,360.00","$18,360.00"
3/24/2021,Hoover & Strong Inc.,Gold,GB10GEN,1.0,"$17,730.00","$17,730.00"
3/29/2021,"Bars and Stars, LLC",Gold,GB10GEN,5.0,"$17,460.00","$87,300.00"
5/21/2021,"Bars and Stars, LLC",Gold,GB10GEN,2.0,"$19,010.00","$38,020.00"
3/4/2021,Trice Jewelers,Gold,GB10GEN,1.0,"$17,370.00","$17,370.00"
4/5/2021,"Young's Jewelry, Inc. (TX)",Gold,GB10GEN,2.0,"$17,640.00","$35,280.00"
11/9/2021,BSD Coins,Gold,GB10GEN,4.0,"$18,530.00","$74,120.00"
9/20/2021,Dr. Gold Jewelry and Diamonds,Gold,GB10GEN,1.0,"$17,890.00","$17,890.00"
11/15/2021,Milano Fine Jewelry Inc.,Gold,GB10GEN,1.0,"$18,880.00","$18,880.00"
10/27/2021,"Young's Jewelry, Inc. (TX)",Gold,GB10GEN,1.0,"$18,231.00","$18,231.00"
12/7/2021,Brockhaus Jewelry,Gold,GB10GEN,2.0,"$18,077.00","$36,154.00"
9/22/2021,APMEX Inc.,Gold,GB10GEN,6.0,"$17,830.00","$106,980.00"
11/1/2021,Hoover & Strong Inc.,Gold,GB10GEN,2.0,"$18,175.00","$36,350.00"
11/18/2021,In God We Trust Coins,Gold,GB10GEN,1.0,"$18,861.80","$18,861.80"
11/2/2021,Milano Fine Jewelry Inc.,Gold,GB10GEN,1.0,"$18,116.00","$18,116.00"
12/28/2021,Brockhaus Jewelry,Gold,GB10GEN,1.0,"$18,365.00","$18,365.00"
1/27/2021,Royal Gold & Silver Exchange,Gold,GB10GEN,2.0,"$18,700.00","$37,400.00"
1/7/2021,Central Refining,Gold,GB10GEN,5.0,"$19,325.00","$96,625.00"
1/16/2021,Houston Numismatic Exchange,Gold,GB10GEN,2.0,"$18,490.00","$36,980.00"
1/10/2021,Houston Numismatic Exchange,Gold,GB10GEN,3.0,"$18,700.00","$56,100.00"
12/23/2021,In God We Trust Coins,Gold,GB10GEN,1.0,"$18,338.00","$18,338.00"
12/22/2021,Highglow Jewelers (MI),Gold,GB10GPAMPF,5.0,$603.00,"$3,015.00"
10/19/2021,TSM Coins,Gold,GB10GPAMPF,12.0,$596.50,"$7,158.00"
2/26/2021,Bay Area Metals,Gold,GB10PAMPF,2.0,"$17,750.00","$35,500.00"
2/3/2021,Houston Numismatic Exchange,Gold,GB10PAMPF,3.0,"$18,650.00","$55,950.00"
12/15/2021,Paras Gold Inc.,Gold,GB10PAMPF,5.0,"$18,020.00","$90,100.00"
1/31/2021,"Hyatt Coin & Gun Shop, Inc.",Gold,GB10PAMPF,1.0,"$18,800.00","$18,800.00"
1/5/2021,Louisiana Gold & Coins,Gold,GB10PERTH,1.0,"$19,690.00","$19,690.00"
12/23/2021,Blue Water Jewelers Inc.,Gold,GB1C,2.0,"$1,837.00","$3,674.00"
8/24/2021,AG Financial LLC,Gold,GB1C,12.0,"$1,833.00","$21,996.00"
8/25/2021,"First Place Jewelry, LLC",Gold,GB1C,1.0,"$1,821.00","$1,821.00"
8/26/2021,Raleigh Gold Coin and Jewelry LLC,Gold,GB1C,5.0,"$1,820.50","$9,102.50"
8/27/2021,HK Investments,Gold,GB1C,60.0,"$1,821.00","$109,260.00"
2/2/2021,Rocklin Coin Shop,Gold,GB1C,6.0,"$1,862.00","$11,172.00"
5/24/2021,"Parkville Jewelers, LLC",Gold,GB1C,34.0,"$1,920.50","$65,297.00"
5/28/2021,Shilla Jewelry Inc,Gold,GB1C,1.0,"$1,935.00","$1,935.00"
6/14/2021,Lynchburg Pawn Shop,Gold,GB1C,4.0,"$1,880.00","$7,520.00"
6/14/2021,Stevenson Rare Coin,Gold,GB1C,40.0,"$1,895.00","$75,800.00"
6/18/2021,Dr. Gold Jewelry and Diamonds,Gold,GB1C,2.0,"$1,801.00","$3,602.00"
6/18/2021,Liles Jewelers Inc.,Gold,GB1C,3.0,"$1,805.00","$5,415.00"
6/18/2021,JG Kronenberger Fine Jewelry,Gold,GB1C,17.0,"$1,805.50","$30,693.50"
6/18/2021,JTC Jewelry & Design,Gold,GB1C,25.0,"$1,803.00","$45,075.00"
6/25/2021,David Kay Jewelers LLC,Gold,GB1C,4.0,"$1,811.00","$7,244.00"
6/25/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,808.00","$9,040.00"
6/25/2021,Gold City Jewelry,Gold,GB1C,10.0,"$1,817.00","$18,170.00"
7/9/2021,Main Street Metals LLC,Gold,GB1C,4.0,"$1,839.50","$7,358.00"
7/20/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,838.00","$9,190.00"
8/10/2021,Tulsa Gold and Silver,Gold,GB1C,50.0,"$1,758.00","$87,900.00"
8/27/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,30.0,"$1,839.00","$55,170.00"
8/30/2021,The Coin Shop Biloxi,Gold,GB1C,5.0,"$1,848.00","$9,240.00"
6/14/2021,"Tennessee Precious Metals, Inc",Gold,GB1C,1.0,"$1,895.00","$1,895.00"
6/14/2021,Scotts Valley Jeweler,Gold,GB1C,4.0,"$1,895.00","$7,580.00"
6/18/2021,JR Bullion,Gold,GB1C,5.0,"$1,803.00","$9,015.00"
6/28/2021,Pulido's Custom Jewelry,Gold,GB1C,5.0,"$1,810.00","$9,050.00"
6/28/2021,Raleigh Gold Coin and Jewelry LLC,Gold,GB1C,10.0,"$1,808.00","$18,080.00"
7/11/2021,Coinhuskers LLC,Gold,GB1C,15.0,"$1,843.00","$27,645.00"
7/28/2021,Coinhuskers LLC,Gold,GB1C,10.0,"$1,825.00","$18,250.00"
7/28/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,20.0,"$1,827.00","$36,540.00"
8/4/2021,Abraham's Jewelry,Gold,GB1C,75.0,"$1,845.00","$138,375.00"
8/9/2021,Paras Gold Inc.,Gold,GB1C,20.0,"$1,770.00","$35,400.00"
8/12/2021,Dallas Diamonds,Gold,GB1C,4.0,"$1,784.00","$7,136.00"
5/28/2021,Coinhuskers LLC,Gold,GB1C,15.0,"$1,929.00","$28,935.00"
6/1/2021,Mitchell's Jewelry (OK),Gold,GB1C,15.0,"$1,933.00","$28,995.00"
7/12/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,17.0,"$1,836.00","$31,212.00"
7/12/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,3.0,"$1,836.00","$5,508.00"
8/10/2021,Northeast Arkansas Coin Co.,Gold,GB1C,2.0,"$1,759.00","$3,518.00"
8/16/2021,Gold City Jewelry,Gold,GB1C,20.0,"$1,817.00","$36,340.00"
8/16/2021,Tulsa Gold and Silver,Gold,GB1C,25.0,"$1,815.00","$45,375.00"
8/18/2021,Jesse Thornhill Enterprises,Gold,GB1C,3.0,"$1,810.00","$5,430.00"
8/30/2021,Cole's Jewelers/Excelsior Corp,Gold,GB1C,3.0,"$1,810.50","$5,431.50"
6/14/2021,Mitchell's Jewelry (OK),Gold,GB1C,10.0,"$1,896.00","$18,960.00"
7/13/2021,Lone Star Coins,Gold,GB1C,20.0,"$1,837.00","$36,740.00"
7/13/2021,Pulido's Custom Jewelry,Gold,GB1C,3.0,"$1,840.00","$5,520.00"
8/9/2021,JR Bullion,Gold,GB1C,32.0,"$1,757.00","$56,224.00"
8/9/2021,Gold Buyers of Orange Park,Gold,GB1C,10.0,"$1,758.00","$17,580.00"
8/9/2021,Dinger's Gold & Silver,Gold,GB1C,50.0,"$1,755.00","$87,750.00"
8/9/2021,Abraham's Jewelry,Gold,GB1C,21.0,"$1,759.00","$36,939.00"
8/10/2021,Northern Nevada Coin,Gold,GB1C,60.0,"$1,756.50","$105,390.00"
8/13/2021,Tulsa Gold and Silver,Gold,GB1C,138.0,"$1,796.50","$247,917.00"
8/13/2021,Tulsa Gold and Silver,Gold,GB1C,12.0,"$1,796.50","$21,558.00"
8/18/2021,Royal Gold & Silver Exchange,Gold,GB1C,1.0,"$1,814.00","$1,814.00"
5/17/2021,Tulsa Gold and Silver,Gold,GB1C,100.0,"$1,901.50","$190,150.00"
5/25/2021,Main Street Metals LLC,Gold,GB1C,1.0,"$1,934.00","$1,934.00"
6/1/2021,DSS Coin & Bullion,Gold,GB1C,20.0,"$1,938.00","$38,760.00"
6/1/2021,AG Financial LLC,Gold,GB1C,3.0,"$1,937.00","$5,811.00"
6/15/2021,Trent Caffee,Gold,GB1C,1.0,"$1,895.50","$1,895.50"
6/15/2021,First People's Jewelers,Gold,GB1C,103.0,"$1,890.00","$194,670.00"
6/18/2021,"First Place Jewelry, LLC",Gold,GB1C,5.0,"$1,803.00","$9,015.00"
6/29/2021,Gold City Jewelry,Gold,GB1C,30.0,"$1,792.00","$53,760.00"
7/13/2021,Erickson Jewelers,Gold,GB1C,4.0,"$1,838.00","$7,352.00"
7/14/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,855.00","$9,275.00"
7/29/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,858.00","$9,290.00"
8/24/2021,K.B. Zaveree,Gold,GB1C,10.0,"$1,835.50","$18,355.00"
5/25/2021,Main Street Metals LLC,Gold,GB1C,1.0,"$1,934.00","$1,934.00"
5/25/2021,Main Street Metals LLC,Gold,GB1C,1.0,"$1,934.00","$1,934.00"
6/2/2021,Tulsa Gold and Silver,Gold,GB1C,100.0,"$1,934.20","$193,420.00"
6/7/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,935.00","$9,675.00"
6/8/2021,Liberty Jewelry MFG,Gold,GB1C,2.0,"$1,930.00","$3,860.00"
6/8/2021,Claudio Vallejo,Gold,GB1C,5.0,"$1,928.00","$9,640.00"
6/9/2021,Mitchell's Jewelry (OK),Gold,GB1C,10.0,"$1,925.00","$19,250.00"
6/15/2021,"Tennessee Precious Metals, Inc",Gold,GB1C,1.0,"$1,884.00","$1,884.00"
6/20/2021,Northern Nevada Coin,Gold,GB1C,75.0,"$1,804.00","$135,300.00"
6/21/2021,Cut the Tail LLC.,Gold,GB1C,200.0,"$1,812.00","$362,400.00"
6/21/2021,In God We Trust Coins,Gold,GB1C,1.0,"$1,814.00","$1,814.00"
6/29/2021,American Gold & Diamond Exchange,Gold,GB1C,25.0,"$1,792.00","$44,800.00"
6/30/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,792.00","$8,960.00"
7/21/2021,Pelz Jewelers Inc,Gold,GB1C,2.0,"$1,835.00","$3,670.00"
7/21/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,835.00","$9,175.00"
8/4/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,265.0,"$1,837.50","$486,937.50"
8/13/2021,Stevenson Rare Coin,Gold,GB1C,45.0,"$1,805.00","$81,225.00"
8/18/2021,Silver Mountain Coin,Gold,GB1C,5.0,"$1,814.00","$9,070.00"
5/18/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,904.00","$9,520.00"
5/25/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,936.00","$9,680.00"
5/25/2021,David Kay Jewelers LLC,Gold,GB1C,1.0,"$1,936.00","$1,936.00"
6/2/2021,Hoover & Strong Inc.,Gold,GB1C,5.0,"$1,944.50","$9,722.50"
6/10/2021,Paris Jewelers,Gold,GB1C,17.0,"$1,919.00","$32,623.00"
6/15/2021,Raleigh Gold Coin and Jewelry LLC,Gold,GB1C,5.0,"$1,897.00","$9,485.00"
6/15/2021,Raleigh Gold Coin and Jewelry LLC,Gold,GB1C,8.0,"$1,896.00","$15,168.00"
6/15/2021,Mitchell's Jewelry (OK),Gold,GB1C,50.0,"$1,884.90","$94,245.00"
6/21/2021,JR Bullion,Gold,GB1C,6.0,"$1,798.00","$10,788.00"
8/4/2021,The Coin Shop Biloxi,Gold,GB1C,5.0,"$1,842.00","$9,210.00"
8/10/2021,Gold Buyers of Orange Park,Gold,GB1C,10.0,"$1,753.00","$17,530.00"
8/10/2021,"First Place Jewelry, LLC",Gold,GB1C,1.0,"$1,752.00","$1,752.00"
8/16/2021,TSM Coins,Gold,GB1C,6.0,"$1,810.00","$10,860.00"
8/16/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,32.0,"$1,812.00","$57,984.00"
8/18/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,74.0,"$1,813.00","$134,162.00"
3/23/2021,Borderland Jewelry Inc.,Gold,GB1C,4.0,"$1,772.00","$7,088.00"
5/18/2021,"First Place Jewelry, LLC",Gold,GB1C,5.0,"$1,906.00","$9,530.00"
6/3/2021,Hirschberg Ent. LLC,Gold,GB1C,1.0,"$1,908.00","$1,908.00"
6/15/2021,Gold City Jewelry,Gold,GB1C,10.0,"$1,889.00","$18,890.00"
6/22/2021,"Tennessee Precious Metals, Inc",Gold,GB1C,1.0,"$1,805.00","$1,805.00"
6/30/2021,Gold City Jewelry,Gold,GB1C,50.0,"$1,802.00","$90,100.00"
7/29/2021,David Kay Jewelers LLC,Gold,GB1C,2.0,"$1,858.00","$3,716.00"
7/30/2021,APMEX Inc.,Gold,GB1C,5.0,"$1,866.70","$9,333.50"
7/30/2021,APMEX Inc.,Gold,GB1C,2.0,"$1,861.70","$3,723.40"
8/5/2021,The Coin Shop Biloxi,Gold,GB1C,5.0,"$1,835.00","$9,175.00"
5/19/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,919.00","$9,595.00"
5/25/2021,First People's Jewelers,Gold,GB1C,5.0,"$1,945.00","$9,725.00"
6/3/2021,Borderland Jewelry Inc.,Gold,GB1C,5.0,"$1,907.00","$9,535.00"
6/3/2021,Stevenson Rare Coin,Gold,GB1C,40.0,"$1,904.70","$76,188.00"
6/3/2021,JG Kronenberger Fine Jewelry,Gold,GB1C,16.0,"$1,910.00","$30,560.00"
6/22/2021,Gold City Jewelry,Gold,GB1C,10.0,"$1,809.00","$18,090.00"
7/1/2021,Lynchburg Pawn Shop,Gold,GB1C,4.0,"$1,805.00","$7,220.00"
7/30/2021,Mitchell's Jewelry (OK),Gold,GB1C,5.0,"$1,843.00","$9,215.00"
8/19/2021,Liles Jewelers Inc.,Gold,GB1C,4.0,"$1,812.00","$7,248.00"
8/19/2021,Pulido's Custom Jewelry,Gold,GB1C,4.0,"$1,812.50","$7,250.00"
8/19/2021,K.B. Zaveree,Gold,GB1C,10.0,"$1,811.50","$18,115.00"
3/16/2021,Shilla Jewelry Inc,Gold,GB1C,1.0,"$1,780.00","$1,780.00"
5/19/2021,"Young's Jewelry, Inc. (TX)",Gold,GB1C,52.0,"$1,908.00","$99,216.00"
6/16/2021,Jialo Inc. dba HK Jewelry & Pawn,Gold,GB1C,2.0,"$1,889.00","$3,778.00"
6/23/2021,Main Street Metals LLC,Gold,GB1C,4.0,"$1,823.00","$7,292.00"
7/2/2021,Orlando Coin Exchange,Gold,GB1C,14.0,"$1,813.00","$25,382.00"
